TimeID,FullTime,Hour,Minute,Second
1610,16:10:00,16,10,0
1611,16:11:00,16,11,0
1612,16:12:00,16,12,0
1613,16:13:00,16,13,0
1614,16:14:00,16,14,0
1615,16:15:00,16,15,0
1616,16:16:00,16,16,0
1617,16:17:00,16,17,0
1618,16:18:00,16,18,0
1619,16:19:00,16,19,0
1620,16:20:00,16,20,0
1621,16:21:00,16,21,0
1622,16:22:00,16,22,0
1623,16:23:00,16,23,0
1624,16:24:00,16,24,0
1625,16:25:00,16,25,0
1626,16:26:00,16,26,0
1627,16:27:00,16,27,0
1628,16:28:00,16,28,0
1629,16:29:00,16,29,0
1630,16:30:00,16,30,0
1631,16:31:00,16,31,0
1632,16:32:00,16,32,0
1633,16:33:00,16,33,0
1634,16:34:00,16,34,0
1635,16:35:00,16,35,0
1636,16:36:00,16,36,0
1637,16:37:00,16,37,0
1638,16:38:00,16,38,0
1639,16:39:00,16,39,0
1640,16:40:00,16,40,0
1641,16:41:00,16,41,0
1642,16:42:00,16,42,0
1643,16:43:00,16,43,0
1644,16:44:00,16,44,0
1645,16:45:00,16,45,0
1646,16:46:00,16,46,0
1647,16:47:00,16,47,0
1648,16:48:00,16,48,0
1649,16:49:00,16,49,0
1650,16:50:00,16,50,0
1651,16:51:00,16,51,0
1652,16:52:00,16,52,0
1653,16:53:00,16,53,0
1654,16:54:00,16,54,0
1655,16:55:00,16,55,0
1656,16:56:00,16,56,0
1657,16:57:00,16,57,0
1658,16:58:00,16,58,0
1659,16:59:00,16,59,0
1700,17:00:00,17,0,0
1701,17:01:00,17,1,0
1702,17:02:00,17,2,0
1703,17:03:00,17,3,0
1704,17:04:00,17,4,0
1705,17:05:00,17,5,0
1706,17:06:00,17,6,0
1707,17:07:00,17,7,0
1708,17:08:00,17,8,0
1709,17:09:00,17,9,0
1710,17:10:00,17,10,0
1711,17:11:00,17,11,0
1712,17:12:00,17,12,0
1713,17:13:00,17,13,0
1714,17:14:00,17,14,0
1715,17:15:00,17,15,0
1716,17:16:00,17,16,0
1717,17:17:00,17,17,0
1718,17:18:00,17,18,0
1719,17:19:00,17,19,0
1720,17:20:00,17,20,0
1721,17:21:00,17,21,0
1722,17:22:00,17,22,0
1723,17:23:00,17,23,0
1724,17:24:00,17,24,0
1725,17:25:00,17,25,0
1726,17:26:00,17,26,0
1727,17:27:00,17,27,0
1728,17:28:00,17,28,0
1729,17:29:00,17,29,0
1730,17:30:00,17,30,0
1731,17:31:00,17,31,0
1732,17:32:00,17,32,0
1733,17:33:00,17,33,0
1734,17:34:00,17,34,0
1735,17:35:00,17,35,0
1736,17:36:00,17,36,0
1737,17:37:00,17,37,0
1738,17:38:00,17,38,0
1739,17:39:00,17,39,0
1740,17:40:00,17,40,0
1741,17:41:00,17,41,0
1742,17:42:00,17,42,0
1743,17:43:00,17,43,0
1744,17:44:00,17,44,0
1745,17:45:00,17,45,0
1746,17:46:00,17,46,0
1747,17:47:00,17,47,0
1748,17:48:00,17,48,0
1749,17:49:00,17,49,0
1750,17:50:00,17,50,0
1751,17:51:00,17,51,0
1752,17:52:00,17,52,0
1753,17:53:00,17,53,0
1754,17:54:00,17,54,0
1755,17:55:00,17,55,0
1756,17:56:00,17,56,0
1757,17:57:00,17,57,0
1758,17:58:00,17,58,0
1759,17:59:00,17,59,0
1800,18:00:00,18,0,0
1801,18:01:00,18,1,0
1802,18:02:00,18,2,0
1803,18:03:00,18,3,0
1804,18:04:00,18,4,0
1805,18:05:00,18,5,0
1806,18:06:00,18,6,0
1807,18:07:00,18,7,0
1808,18:08:00,18,8,0
1809,18:09:00,18,9,0
1810,18:10:00,18,10,0
1811,18:11:00,18,11,0
1812,18:12:00,18,12,0
1813,18:13:00,18,13,0
1814,18:14:00,18,14,0
1815,18:15:00,18,15,0
1816,18:16:00,18,16,0
1817,18:17:00,18,17,0
1818,18:18:00,18,18,0
1819,18:19:00,18,19,0
1820,18:20:00,18,20,0
1821,18:21:00,18,21,0
1822,18:22:00,18,22,0
1823,18:23:00,18,23,0
1824,18:24:00,18,24,0
1825,18:25:00,18,25,0
1826,18:26:00,18,26,0
1827,18:27:00,18,27,0
1828,18:28:00,18,28,0
1829,18:29:00,18,29,0
1830,18:30:00,18,30,0
1831,18:31:00,18,31,0
1832,18:32:00,18,32,0
1833,18:33:00,18,33,0
1834,18:34:00,18,34,0
1835,18:35:00,18,35,0
1836,18:36:00,18,36,0
1837,18:37:00,18,37,0
1838,18:38:00,18,38,0
1839,18:39:00,18,39,0
1840,18:40:00,18,40,0
1841,18:41:00,18,41,0
1842,18:42:00,18,42,0
1843,18:43:00,18,43,0
1844,18:44:00,18,44,0
1845,18:45:00,18,45,0
1846,18:46:00,18,46,0
1847,18:47:00,18,47,0
1848,18:48:00,18,48,0
1849,18:49:00,18,49,0
1850,18:50:00,18,50,0
1851,18:51:00,18,51,0
1852,18:52:00,18,52,0
1853,18:53:00,18,53,0
1854,18:54:00,18,54,0
1855,18:55:00,18,55,0
1856,18:56:00,18,56,0
1857,18:57:00,18,57,0
1858,18:58:00,18,58,0
1859,18:59:00,18,59,0
1900,19:00:00,19,0,0
1901,19:01:00,19,1,0
1902,19:02:00,19,2,0
1903,19:03:00,19,3,0
1904,19:04:00,19,4,0
1905,19:05:00,19,5,0
1906,19:06:00,19,6,0
1907,19:07:00,19,7,0
1908,19:08:00,19,8,0
1909,19:09:00,19,9,0
1910,19:10:00,19,10,0
1911,19:11:00,19,11,0
1912,19:12:00,19,12,0
1913,19:13:00,19,13,0
1914,19:14:00,19,14,0
1915,19:15:00,19,15,0
1916,19:16:00,19,16,0
1917,19:17:00,19,17,0
1918,19:18:00,19,18,0
1919,19:19:00,19,19,0
1920,19:20:00,19,20,0
1921,19:21:00,19,21,0
1922,19:22:00,19,22,0
1923,19:23:00,19,23,0
1924,19:24:00,19,24,0
1925,19:25:00,19,25,0
1926,19:26:00,19,26,0
1927,19:27:00,19,27,0
1928,19:28:00,19,28,0
1929,19:29:00,19,29,0
1930,19:30:00,19,30,0
1931,19:31:00,19,31,0
1932,19:32:00,19,32,0
1933,19:33:00,19,33,0
1934,19:34:00,19,34,0
1935,19:35:00,19,35,0
1936,19:36:00,19,36,0
1937,19:37:00,19,37,0
1938,19:38:00,19,38,0
1939,19:39:00,19,39,0
1940,19:40:00,19,40,0
1941,19:41:00,19,41,0
1942,19:42:00,19,42,0
1943,19:43:00,19,43,0
1944,19:44:00,19,44,0
1945,19:45:00,19,45,0
1946,19:46:00,19,46,0
1947,19:47:00,19,47,0
1948,19:48:00,19,48,0
1949,19:49:00,19,49,0
1950,19:50:00,19,50,0
1951,19:51:00,19,51,0
1952,19:52:00,19,52,0
1953,19:53:00,19,53,0
1954,19:54:00,19,54,0
1955,19:55:00,19,55,0
1956,19:56:00,19,56,0
1957,19:57:00,19,57,0
1958,19:58:00,19,58,0
1959,19:59:00,19,59,0
2000,20:00:00,20,0,0
2001,20:01:00,20,1,0
2002,20:02:00,20,2,0
2003,20:03:00,20,3,0
2004,20:04:00,20,4,0
2005,20:05:00,20,5,0
2006,20:06:00,20,6,0
2007,20:07:00,20,7,0
2008,20:08:00,20,8,0
2009,20:09:00,20,9,0
2010,20:10:00,20,10,0
2011,20:11:00,20,11,0
2012,20:12:00,20,12,0
2013,20:13:00,20,13,0
2014,20:14:00,20,14,0
2015,20:15:00,20,15,0
2016,20:16:00,20,16,0
2017,20:17:00,20,17,0
2018,20:18:00,20,18,0
2019,20:19:00,20,19,0
2020,20:20:00,20,20,0
2021,20:21:00,20,21,0
2022,20:22:00,20,22,0
2023,20:23:00,20,23,0
2024,20:24:00,20,24,0
2025,20:25:00,20,25,0
2026,20:26:00,20,26,0
2027,20:27:00,20,27,0
2028,20:28:00,20,28,0
2029,20:29:00,20,29,0
2030,20:30:00,20,30,0
2031,20:31:00,20,31,0
2032,20:32:00,20,32,0
2033,20:33:00,20,33,0
2034,20:34:00,20,34,0
2035,20:35:00,20,35,0
2036,20:36:00,20,36,0
2037,20:37:00,20,37,0
2038,20:38:00,20,38,0
2039,20:39:00,20,39,0
2040,20:40:00,20,40,0
2041,20:41:00,20,41,0
2042,20:42:00,20,42,0
2043,20:43:00,20,43,0
2044,20:44:00,20,44,0
2045,20:45:00,20,45,0
2046,20:46:00,20,46,0
2047,20:47:00,20,47,0
2048,20:48:00,20,48,0
2049,20:49:00,20,49,0
2050,20:50:00,20,50,0
2051,20:51:00,20,51,0
2052,20:52:00,20,52,0
2053,20:53:00,20,53,0
2054,20:54:00,20,54,0
2055,20:55:00,20,55,0
2056,20:56:00,20,56,0
2057,20:57:00,20,57,0
2058,20:58:00,20,58,0
2059,20:59:00,20,59,0
2100,21:00:00,21,0,0
2101,21:01:00,21,1,0
2102,21:02:00,21,2,0
2103,21:03:00,21,3,0
2104,21:04:00,21,4,0
2105,21:05:00,21,5,0
2106,21:06:00,21,6,0
2107,21:07:00,21,7,0
2108,21:08:00,21,8,0
2109,21:09:00,21,9,0
2110,21:10:00,21,10,0
2111,21:11:00,21,11,0
2112,21:12:00,21,12,0
2113,21:13:00,21,13,0
2114,21:14:00,21,14,0
2115,21:15:00,21,15,0
2116,21:16:00,21,16,0
2117,21:17:00,21,17,0
2118,21:18:00,21,18,0
2119,21:19:00,21,19,0
2120,21:20:00,21,20,0
2121,21:21:00,21,21,0
2122,21:22:00,21,22,0
2123,21:23:00,21,23,0
2124,21:24:00,21,24,0
2125,21:25:00,21,25,0
2126,21:26:00,21,26,0
2127,21:27:00,21,27,0
2128,21:28:00,21,28,0
2129,21:29:00,21,29,0
2130,21:30:00,21,30,0
2131,21:31:00,21,31,0
2132,21:32:00,21,32,0
2133,21:33:00,21,33,0
2134,21:34:00,21,34,0
2135,21:35:00,21,35,0
2136,21:36:00,21,36,0
2137,21:37:00,21,37,0
2138,21:38:00,21,38,0
2139,21:39:00,21,39,0
2140,21:40:00,21,40,0
2141,21:41:00,21,41,0
2142,21:42:00,21,42,0
2143,21:43:00,21,43,0
2144,21:44:00,21,44,0
2145,21:45:00,21,45,0
2146,21:46:00,21,46,0
2147,21:47:00,21,47,0
2148,21:48:00,21,48,0
2149,21:49:00,21,49,0
2150,21:50:00,21,50,0
2151,21:51:00,21,51,0
2152,21:52:00,21,52,0
2153,21:53:00,21,53,0
2154,21:54:00,21,54,0
2155,21:55:00,21,55,0
2156,21:56:00,21,56,0
2157,21:57:00,21,57,0
2158,21:58:00,21,58,0
2159,21:59:00,21,59,0
2200,22:00:00,22,0,0
2201,22:01:00,22,1,0
2202,22:02:00,22,2,0
2203,22:03:00,22,3,0
2204,22:04:00,22,4,0
2205,22:05:00,22,5,0
2206,22:06:00,22,6,0
2207,22:07:00,22,7,0
2208,22:08:00,22,8,0
2209,22:09:00,22,9,0
2210,22:10:00,22,10,0
2211,22:11:00,22,11,0
2212,22:12:00,22,12,0
2213,22:13:00,22,13,0
2214,22:14:00,22,14,0
2215,22:15:00,22,15,0
2216,22:16:00,22,16,0
2217,22:17:00,22,17,0
2218,22:18:00,22,18,0
2219,22:19:00,22,19,0
2220,22:20:00,22,20,0
2221,22:21:00,22,21,0
2222,22:22:00,22,22,0
2223,22:23:00,22,23,0
2224,22:24:00,22,24,0
2225,22:25:00,22,25,0
2226,22:26:00,22,26,0
2227,22:27:00,22,27,0
2228,22:28:00,22,28,0
2229,22:29:00,22,29,0
2230,22:30:00,22,30,0
2231,22:31:00,22,31,0
2232,22:32:00,22,32,0
2233,22:33:00,22,33,0
2234,22:34:00,22,34,0
2235,22:35:00,22,35,0
2236,22:36:00,22,36,0
2237,22:37:00,22,37,0
2238,22:38:00,22,38,0
2239,22:39:00,22,39,0
2240,22:40:00,22,40,0
2241,22:41:00,22,41,0
2242,22:42:00,22,42,0
2243,22:43:00,22,43,0
2244,22:44:00,22,44,0
2245,22:45:00,22,45,0
2246,22:46:00,22,46,0
2247,22:47:00,22,47,0
2248,22:48:00,22,48,0
2249,22:49:00,22,49,0
2250,22:50:00,22,50,0
2251,22:51:00,22,51,0
2252,22:52:00,22,52,0
2253,22:53:00,22,53,0
2254,22:54:00,22,54,0
2255,22:55:00,22,55,0
2256,22:56:00,22,56,0
2257,22:57:00,22,57,0
2258,22:58:00,22,58,0
2259,22:59:00,22,59,0
2300,23:00:00,23,0,0
2301,23:01:00,23,1,0
2302,23:02:00,23,2,0
2303,23:03:00,23,3,0
2304,23:04:00,23,4,0
2305,23:05:00,23,5,0
2306,23:06:00,23,6,0
2307,23:07:00,23,7,0
2308,23:08:00,23,8,0
2309,23:09:00,23,9,0
2310,23:10:00,23,10,0
2311,23:11:00,23,11,0
2312,23:12:00,23,12,0
2313,23:13:00,23,13,0
2314,23:14:00,23,14,0
2315,23:15:00,23,15,0
2316,23:16:00,23,16,0
2317,23:17:00,23,17,0
2318,23:18:00,23,18,0
2319,23:19:00,23,19,0
2320,23:20:00,23,20,0
2321,23:21:00,23,21,0
2322,23:22:00,23,22,0
2323,23:23:00,23,23,0
2324,23:24:00,23,24,0
2325,23:25:00,23,25,0
2326,23:26:00,23,26,0
2327,23:27:00,23,27,0
2328,23:28:00,23,28,0
2329,23:29:00,23,29,0
2330,23:30:00,23,30,0
2331,23:31:00,23,31,0
2332,23:32:00,23,32,0
2333,23:33:00,23,33,0
2334,23:34:00,23,34,0
2335,23:35:00,23,35,0
2336,23:36:00,23,36,0
2337,23:37:00,23,37,0
2338,23:38:00,23,38,0
2339,23:39:00,23,39,0
2340,23:40:00,23,40,0
2341,23:41:00,23,41,0
2342,23:42:00,23,42,0
2343,23:43:00,23,43,0
2344,23:44:00,23,44,0
2345,23:45:00,23,45,0
2346,23:46:00,23,46,0
2347,23:47:00,23,47,0
2348,23:48:00,23,48,0
2349,23:49:00,23,49,0
2350,23:50:00,23,50,0
2351,23:51:00,23,51,0
2352,23:52:00,23,52,0
2353,23:53:00,23,53,0
2354,23:54:00,23,54,0
2355,23:55:00,23,55,0
2356,23:56:00,23,56,0
2357,23:57:00,23,57,0
2358,23:58:00,23,58,0
2359,23:59:00,23,59,0
